YEAR,PAPER,DATE OF REPORT,DATE OF INCIDENT,LOCATION,HEADLINE,LINK
,,"February 27, 2018",,,"Ortom laments influx of herdsmen, cows in Benue",https://punchng.com/ortom-laments-influx-of-herdsmen-cows-in-benue/
,,"February 26, 2018",,,"Resource depletion cause of Boko Haram, herdsmen/farmers’ clash –Ekweremadu",https://punchng.com/resource-depletion-cause-of-boko-haram-herdsmenfarmers-clash-ekweremadu/
,,"February 26, 2018","February 23, 2018",Obi Local Government Area of Nasarawa State,"Hunters, herdsmen clash in Nasarawa",https://punchng.com/hunters-herdsmen-clash-in-nasarawa/
,,"February 25, 2018",,,Police under instruction to protect killer Fulani herdsmen — Benue monarch,https://punchng.com/police-under-instruction-to-protect-killer-fulani-herdsmen-benue-monarch/
,,"February 25, 2018",,,Herdsmen: Britain talking with Nigeria over killings,https://punchng.com/herdsmen-britain-talking-with-nigeria-over-killings/
,,"February 25, 2018",,,Herdsmen terror: Rising above ethnicity,https://punchng.com/herdsmen-terror-rising-above-ethnicity/
,,"February 24, 2018",,,ICYMI: Police can’t arrest herdsmen for grazing cattle on airport runways –Commissioner,https://punchng.com/police-cant-arrest-herdsmen-for-grazing-cattle-on-airport-runways-commissioner/
,,"February 24, 2018",,,"Committee members on farmers, herdsmen clashes visit Zamfara",https://punchng.com/committee-members-on-farmers-herdsmen-clashes-visit-zamfara/
,,"February 23, 2018",,,Open Grazing: Three herdsmen jailed in Benue,https://punchng.com/open-grazing-three-herdsmen-jailed-in-benue/
,,"February 21, 2018",,,"Herdsmen killings: Reps begin probe, propose loans for ranching",https://punchng.com/herdsmen-killings-reps-begin-probe-propose-loans-for-ranching/
,,"February 20, 2018",,,"[PHOTOS] Fayose, Fulani herdsmen sign MoU",https://punchng.com/photos-fayose-fulani-herdsmen-sign-mou-for-peace/
,,"February 20, 2018",,,"Fulani herdsmen take oath, promise peace in Ekiti",https://punchng.com/fulani-herdsmen-take-oath-promises-peace-in-ekiti/
,,"February 20, 2018",,,"Herdsmen: Reps propose soft loans, education on ranching",https://punchng.com/reps-open-probe-propose-soft-loans-education-on-ranching/
,,"February 18, 2018",,,"Herdsmen: Police, Afenifere back Soyinka on use of hunters",https://punchng.com/herdsmen-police-afenifere-back-soyinka-on-use-of-hunters/
,,"February 16, 2018",,,Buhari okays rebuilding of communities affected by herdsmen’s attacks,https://punchng.com/buhari-okays-rebuilding-of-communities-affected-by-herdsmens-attacks/
,,"February 16, 2018",,,"‘Herdsmen attacks, destruction of farmlands worsen food insecurity’",https://punchng.com/herdsmen-attacks-destruction-of-farmlands-worsen-food-insecurity/
,,"February 15, 2018",,,"Traffic obstructions by herdsmen, cows, worrisome – FRSC",https://punchng.com/traffic-obstructions-by-herdsmen-cows-worrisome-frsc/
,,"February 15, 2018","February 14, 2018",Obadolovbiyeyi community in the Ikpoba-Okha Local Government Area of Edo State,"Soldiers kill vigilante, release arrested herdsmen in Edo",https://punchng.com/soldiers-kill-vigilante-release-arrested-herdsmen-in-edo/
,,"February 15, 2018",,,"Fayose backs Soyinka, Afenifere urges South West govs to tackle killer herdsmen",https://punchng.com/fayose-backs-soyinka-afenifere-urges-swest-govs-to-tackle-killer-herdsmen/
,,"February 15, 2018",,,Climate change and Fulani herdsmen-farmers’ clashes,https://punchng.com/climate-change-and-fulani-herdsmen-farmers-clashes/
,,"February 14, 2018",,,Probe: Ortom in Senate over herdsmen’s killings,https://punchng.com/breaking-probe-ortom-in-senate-over-herdsmen-killings/
,,"February 14, 2018",,Jebu Miango Village in the Bassa Local Government Area,Police recover three corpses as Fulani herdsmen attack Plateau commuters,https://punchng.com/police-recover-three-corpses-as-fulani-herdsmen-attack-plateau-commuters/
,,"February 14, 2018",,,"Herdsmen attacks in Osun, Ondo as Soyinka says Buhari is in a trance",https://punchng.com/herdsmen-attacks-in-osun-ondo-as-soyinka-says-buhari-is-in-a-trance/
,,"February 14, 2018",,,Herdsmen attacks: Northern coalition demand state of emergency in four states,https://punchng.com/herdsmen-attacks-northern-coalition-demand-state-of-emergency-in-four-states/
,,"February 14, 2018",,,"Herdsmen attack: Fayose visits community, warns against reprisal",https://punchng.com/herdsmen-attack-fayose-visits-community-warns-against-reprisal/
,,"February 14, 2018",,"Ketu Local Council Development Area of Yewa North, Ogun State",School shut over herdsmen attack – LG boss,https://punchng.com/school-shut-over-herdsmen-attack-lg-boss/
,,"February 13, 2018",,,"Herdsmen attack: Fayose warns residents against reprisal, to compensate family",https://punchng.com/herdsmen-attack-fayose-warns-residents-against-reprisal-to-compensate-family/
,,"February 13, 2018",,,ICYMI: Herdsmen destroy UNILORIN multi-million naira research farms,https://punchng.com/herdsmen-destroy-unilorin-multi-million-naira-research-farms/
,,"February 13, 2018","February 13, 2018",Akure South Local Government Secretariat,Herdsmen sack Ondo council secretariat ,https://punchng.com/herdsmen-sack-ondo-council-secretariat/
,,"February 13, 2018","February 11, 2018","Azege-Ayilamo community in the Logo Local Government Area, Benue State","Herdsmen slaughter cop, kill two civil defence men in Benue",https://punchng.com/herdsmen-slaughter-cop-kill-two-civil-defence-men-in-benue/
,,"February 12, 2018",,,"Farmers to access FG’s loans, herdsmen insurance cover",https://punchng.com/farmers-to-access-fgs-loans-herdsmen-insurance-cover/
,,"February 12, 2018",,,"Expose killer herdsmen, Sanusi tells Miyetti Allah",https://punchng.com/expose-killer-herdsmen-sanusi-tells-miyetti-allah/
,,"February 12, 2018","February 12, 2018",ema’a Local Government Area of Kaduna State,Suspected Fulani herdsmen kill four in Kaduna village,https://punchng.com/suspected-fulani-herdsmen-kill-four-in-kaduna-village/
,,"February 11, 2018",,Jebu Miango Village in Bassa Local Government Area.,Police recover three bodies as suspected herdsmen attack commuters,https://punchng.com/police-recover-three-bodies-as-suspected-herdsmen-attack-commuters/
,,"February 11, 2018","February 11, 2018",Logo Local Government Area of the state,Four cops missing in herdsmen attack,https://punchng.com/four-cops-missing-in-herdsmen-attack/
,,"February 11, 2018",,,"Herdsmen: Defend your land, don, others tell southern youths",https://punchng.com/herdsmen-defend-your-land-don-others-tell-southern-youths/
,,"February 10, 2018",,,"Herdsmen attacks: We feel like foreigners On our land, second-class citizens in Nigeria –Adamawa victims",https://punchng.com/herdsmen-attacks-we-feel-like-foreigners-on-our-land-second-class-citizens-in-nigeria-adamawa-victims/
,,"February 10, 2018",,,"Ranching, solution to herdsmen, farmers clashes, says Aregbesola",https://punchng.com/ranching-solution-to-herdsmen-farmers-clashes-says-aregbesola/
,,"February 10, 2018","February 8, 2018",Tsukwa village under Logo Local Government Area ,Herdsmen kill three again in Benue,https://punchng.com/herdsmen-kill-three-again/
,,"February 9, 2018",,,"Herdsmen to pay for grazing reserves, says Osinbajo …state, community police will end killings – VP",https://punchng.com/herdsmen-to-pay-for-grazing-reserves-says-osinbajo-state-community-police-will-end-killings-vp/
,,"February 9, 2018",,,Nigeria partners with Niger to tackle herdsmen-farmers’ crises,https://punchng.com/nigeria-partners-with-niger-to-tackle-herdsmen-farmers-crises/
,,"February 9, 2018",,,"Obaseki bans night-grazing, armed herdsmen in Edo",https://punchng.com/obaseki-bans-night-grazing-armed-herdsmen-in-edo/
,,"February 9, 2018",,,Yoruba can defend themselves against killer herdsmen – Gani Adams,https://punchng.com/yoruba-can-defend-themselves-against-killer-herdsmen-gani-adams/
,," February 8, 2018"," February 8, 2018",Guma Local Government Area,Troops arrest Fulani herdsmen planning attack on Benue community,https://punchng.com/troops-arrest-fulani-herdsmen-planning-attack-on-benue-community/
,," February 8, 2018",,,"Herdsmen killings: State police is the way to go, says Osinbajo",https://punchng.com/breaking-herdsmen-killings-state-police-is-the-way-to-go-says-osinbajo/
,," February 8, 2018",,,Buhari not shielding killer herdsmen – Osinbajo,https://punchng.com/buhari-not-shielding-killer-herdsmen-osinbajo/
,," February 8, 2018",,,"Killings by herdsmen: Reps want IG sacked, Senate rejects Benue panel report",https://punchng.com/killings-by-herdsmen-reps-want-ig-sacked-senate-rejects-benue-panel-report/
,," February 8, 2018",,,"Herdsmen crisis: Army launches 44-day operation in Benue, Taraba, others",https://punchng.com/herdsmen-crisis-army-launches-44-day-operation-in-benue-taraba-others/
,," February 8, 2018",,,"Stop herdsmen killings, Anglican primate, Okoh, tells Buhari",https://punchng.com/stop-herdsmen-killings-anglican-primate-okoh-tells-buhari/
,," February 7, 2018"," February 6, 2018",Saki Area of the Oyo State,Fulani herdsmen kill SARS operative in Oyo,https://punchng.com/fulani-herdsmen-kill-sars-operative-in-oyo/
,," February 7, 2018",,,No herdsmen attack on Lagos-Ibadan Expressway –Police,https://punchng.com/no-herdsmen-attack-on-lagos-ibadan-expressway-police/
,," February 7, 2018",,,"Herdsmen killings: Army launches 44-day operation in Benue, Taraba",https://punchng.com/breaking-herdsmen-killings-army-launches-44-day-operation-in-benue-taraba/
,," February 7, 2018",,,"Armed herdsmen, others control part of Nigeria, says Sani",https://punchng.com/armed-herdsmen-others-control-part-of-nigeria-says-sani/
,," February 6, 2018",,Simba and Shure villages of Song Local Government Area,Police arrest six over Herdsmen/Farmers conflict in Adamawa,https://punchng.com/police-arrest-six-over-herdsmenfarmers-conflict-in-adamawa/
,," February 6, 2018",,,"Buhari in Lafia, says herdsmen, bandits’ attacks won’t be tolerated",https://punchng.com/buhari-in-lafia-says-herdsmen-bandits-attacks-wont-be-tolerated/
,," February 6, 2018",,,Herdsmen killed 32 Tiv in Taraba this year –Group,https://punchng.com/herdsmen-killed-32-tiv-in-taraba-this-year-group/
,," February 5, 2018"," February 2, 2018","Kinere, Simba and Shure villages, in the Song Local Government Area of Adamawa State","Score feared dead in herdsmen, Adamawa villagers’ clash",https://punchng.com/score-feared-dead-in-herdsmen-adamawa-villagers-clash/
,," February 5, 2018",,,Herdsmen grazing cows on our relatives’ graves – Plateau residents,https://punchng.com/herdsmen-grazing-cows-on-our-relatives-graves-plateau-residents/
,," February 5, 2018",,,"Relocate to Kano, Gov Ganduje tells herdsmen",https://punchng.com/relocate-to-kano-gov-ganduje-tells-herdsmen/
,," February 4, 2018",,,Osinbajo committee and Fulani herdsmen terrorism,https://punchng.com/osinbajo-committee-and-fulani-herdsmen-terrorism/
,," February 4, 2018",,,Hundreds flee Taraba as residents bury herdsmen’s victims,https://punchng.com/hundreds-flee-taraba-as-residents-bury-herdsmens-victims/
,," February 4, 2018",,,Herdsmen: Anxiety in states over food shortage,https://punchng.com/herdsmen-anxiety-in-states-over-food-shortage/
,," February 4, 2018",,,"Herdsmen: OPC, Agbekoya mobilise fighters in South West",https://punchng.com/herdsmen-opc-agbekoya-mobilise-fighters-in-south-west/
,," February 4, 2018",,,"Police , communities meet over herdsmen killings",https://punchng.com/police-communities-meet-over-herdsmen-killings/
,,"February 3, 2018",,,Herdsmen killings: Stop calling Buhari a murderer Presidency warns,https://punchng.com/herdsmen-killings-stop-calling-buhari-a-murderer-presidency-warns/
,,"February 3, 2018",,,Herdsmen attacks: We’re in IDPs camps instead of our classrooms –Benue schoolchildren,https://punchng.com/herdsmen-attacks-were-in-idps-camps-instead-of-our-classrooms-benue-schoolchildren/
,,"February 3, 2018",,Gassol Local Government Area of Taraba State ,Herdsmen kill four in Taraba village,https://punchng.com/herdsmen-kill-four-in-taraba-village-2/
,,"February 2, 2018",,Gassol Local Government Area of Taraba State ,Herdsmen kill four in Taraba village,https://punchng.com/herdsmen-kill-four-in-taraba-village/
,,"February 2, 2018",,,How Osinbajo’s panel on herdsmen killings can succeed,https://punchng.com/how-osinbajos-panel-on-herdsmen-killings-can-succeed/
,,"February 2, 2018",,Agadagba Obon town in Ese Odo Local Government Area of Ondo State,Four herdsmen arrested with weapons in Ondo,https://punchng.com/four-herdsmen-arrested-with-weapons-in-ondo/
,,"February 1, 2018",,Agadagba Obon town in Ese Odo Local Government Area of Ondo State,Four herdsmen arrested with weapons in Ondo community,https://punchng.com/four-herdsmen-arrested-with-weapons-in-ondo-community/
,,"February 1, 2018",,,"Osinbajo, governors meet over herdsmen’s killings",https://punchng.com/breaking-osinbajo-governors-meet-over-herdsmens-killings/
,,"February 1, 2018",,Obafemi Owode Local Government Area of Ogun State,Magboro community raises the alarm over herdsmen invasion,https://punchng.com/magboro-community-raises-the-alarm-over-herdsmen-invasion/
,,"February 1, 2018",,,"Killings by herdsmen, sign of sick security system –Dogara",https://punchng.com/killings-by-herdsmen-sign-of-sick-security-system-dogara/
,,"January 31, 2018",,,Two suspected herdsmen remanded over murder of pregnant woman,https://punchng.com/two-suspected-herdsmen-remanded-over-murder-of-pregnant-woman/
,,"January 31, 2018","January 18, 2018"," Ido-Ekiti, Ekiti State.",Suspected herdsmen arraigned for alleged murder of pregnant woman in Ekiti,https://punchng.com/suspected-herdsmen-arraigned-for-alleged-murder-of-pregnant-woman-in-ekiti/
,,"January 31, 2018",,,Herdsmen killing: Police meet communities in Imo,https://punchng.com/herdsmen-killing-police-meet-communities-in-imo/
,,"January 30, 2018",,,"Herdsmen: CHDR, IYC urge Buhari to implement Osibanjo panel’s report",https://punchng.com/herdsmen-chdr-iyc-urge-buhari-to-implement-osibanjo-panels-report/
,,"January 30, 2018",,,"Herdsmen/farmer clashes: Nigerian Air Force killed 35 people in raids, says Amnesty",https://punchng.com/herdsmen-killing-nigerian-air-force-killed-35-people-in-raids-says-amnesty/
,,"January 30, 2018",,,Herdsmen killings: NYSC to redeploy corps members,https://punchng.com/herdsmen-killings-nysc-to-redeploy-corps-members/
,,"January 30, 2018",,,Averting herdsmen/farmers’ clashes,https://punchng.com/averting-herdsmenfarmers-clashes/
,,"January 29, 2018",,Obokun Local Government Area of Osun State.,Herdsmen destroy farms in Osun villages,https://punchng.com/herdsmen-destroy-farms-in-osun-villages/
,,"January 29, 2018",,,Killings by herdsmen: Osinbajo panel wants increased military presence in trouble spots,https://punchng.com/killings-by-herdsmen-osinbajo-panel-wants-increased-military-presence-in-trouble-spots/
,,"January 29, 2018",,,HURIWA knocks Dan-Ali for justifying killings by herdsmen,https://punchng.com/huriwa-knocks-dan-ali-for-justifying-killings-by-herdsmen/
,,"January 28, 2018",,,"Herdsmen crisis, colony proposal could destroy APC– Lam-Adesina",https://punchng.com/herdsmen-crisis-colony-proposal-could-destroy-apc-lam-adesina/
,,"January 28, 2018",,,Of herdsmen and political ineptitude,https://punchng.com/of-herdsmen-and-political-ineptitude/
,,"January 28, 2018","January 26, 2018","Huke village, Miango District in the Bassa Local Government Area of Plateau State.","Herdsmen burn Plateau village houses, kill 100-year-old man, others",https://punchng.com/herdsmen-burn-plateau-village-houses-kill-100-year-old-man-others/
,,"January 28, 2018",,,Police say they can’t arrest herdsmen sponsors — Ex-Naval Chief,https://punchng.com/police-say-they-cant-arrest-herdsmen-sponsors-ex-naval-chief/
,,"January 28, 2018",,,Herdsmen: No insurance compensation for farmers,https://punchng.com/herdsmen-no-insurance-compensation-for-farmers/
,,"January 28, 2018",,,"Planned cattle ranches, ploy to create havens for herdsmen — MASSOB",https://punchng.com/planned-cattle-ranches-ploy-to-create-havens-for-herdsmen-massob/
,,"January 27, 2018","January 26, 2018",Miango in Bassa Local Government Area of Plateau State.,"Fulani herdsmen raze 12 houses, kill three in Plateau",https://punchng.com/breaking-fulani-herdsmen-raze-12-houses-kill-three-in-plateau/
,,"January 27, 2018",,,"Herdsmen killings: Taraba, Benue, Rivers govts, others attack defence minister",https://punchng.com/herdsmen-killings-taraba-benue-rivers-govts-others-attack-defence-minister/
,,"January 27, 2018",,,CAN accuses Muslim leaders of endorsing herdsmen killings,https://punchng.com/can-accuses-muslim-leaders-of-endorsing-herdsmen-killings/
,,"January 27, 2018",,"Atola Primary School in Ewekoro North Local Council Development Area, Ogun State ",Herdsmen attack Ogun teachers on way to school,https://punchng.com/herdsmen-attack-ogun-teachers-on-way-to-school/
,,"January 27, 2018","January 26, 2018","Huke village, Miango District in the Bassa Local Government Area of Plateau State.",Three killed in fresh herdsmen attack in Plateau,https://punchng.com/three-killed-in-fresh-herdsmen-attack-in-plateau/
,,"January 27, 2018",,,"130,000 people displaced by herdsmen, farmers clashes – Red Cross",https://punchng.com/130000-people-displaced-by-herdsmen-farmers-clashes-red-cross/
,,"January 27, 2018",,,Our families putting pressure on us to leave Falae’s farm for fear of herdsmen – Workers,https://punchng.com/our-families-putting-pressure-on-us-to-leave-falaes-farm-for-fear-of-herdsmen-workers/
,,"January 27, 2018","January 18, 2018",Orin Ekiti,"They killed my wife without any provocation, turned my joy to sadness – – Husband of pregnant woman killed by suspected herdsmen",https://punchng.com/they-killed-my-wife-without-any-provocation-turned-my-joy-to-sadness-husband-of-pregnant-woman-killed-by-suspected-herdsmen/
,,"January 27, 2018",,,Herdsmen attacks: Food crisis imminent as farmers flee farmlands,https://punchng.com/herdsmen-attacks-food-crisis-imminent-as-farmers-flee-farmlands/
,,"January 26, 2018",,,"Herdsmen, farmers violence leaves 10 dead in Plateau",https://punchng.com/herdsmen-farmers-violence-leaves-10-dead-in-plateau/
,,"January 26, 2018",,,"Defence minister blames herdsmen killings on anti-grazing law, route blockage",https://punchng.com/defence-minister-blames-herdsmen-killings-on-anti-grazing-law-route-blockage/
,,"January 25, 2018",,Guma local government area of Benue State.,"Suspected herdsmen kill police officer, one other in Benue",https://punchng.com/suspected-herdsmen-kill-police-officer-one-other-in-benue/
,,"January 25, 2018",,,Taraba’s anti-open grazing law solution to herdsmen/farmers clashes -Deputy Gov.,https://punchng.com/tarabas-anti-open-grazing-law-solution-to-herdsmenfarmers-clashes-deputy-gov/
,,"January 25, 2018",,,Security committee intercepts unidentified herdsmen in Delta,https://punchng.com/security-committee-intercepts-unidentified-herdsmen-in-delta/
,,"January 25, 2018","January 24, 2018",Bassa Riyom and Barkin Ladi Local Government Areas,"Suspected Fulani herdsmen kill six, torch houses in Plateau",https://punchng.com/suspected-fulani-herdsmen-kill-six-torch-houses-in-plateau/
,,"January 24, 2018",,,"Dambazau, security chiefs meet over herdsmen killings",https://punchng.com/dambazau-security-chiefs-meet-over-herdsmen-killings/
,,"January 24, 2018",,,Abiara seeks prayers against killer herdsmen,https://punchng.com/abiara-seeks-prayers-against-killer-herdsmen/
,,"January 23, 2018",,,"Dambazau, security chiefs meet over herdsmen killings, arms proliferation",https://punchng.com/dambazau-security-chiefs-meet-over-herdsmen-killings-arms-proliferation/
,,"January 23, 2018","January 19, 2018",Numan district of Adamawa state,"Six die in farmers, herdsmen clash in Adamawa",https://punchng.com/six-die-in-farmers-herdsmen-clash-in-adamawa/
,,"January 23, 2018",,,Ending deadly herdsmen attacks,https://punchng.com/ending-deadly-herdsmen-attacks/
,,"January 23, 2018",,,Herdsmen conflict: Neo-feudalism and its problems,https://punchng.com/herdsmen-conflict-neo-feudalism-and-its-problems/
,,"January 23, 2018",,,Disarming AK-47s bearing Fulani herdsmen,https://punchng.com/disarming-ak-47s-bearing-fulani-herdsmen/
,,"January 22, 2018",,,"Herdsmen attacks to be brought under control soon, says Buhari",https://punchng.com/herdsmen-attacks-to-be-brought-under-control-soon-says-buhari/
,,"January 22, 2018",,Agatu Local Government Area of Benue State,"Tension in Agatu as herdsmen, cows invade community",https://punchng.com/tension-in-agada-as-herdsmen-cows-invade-community/
,,"January 22, 2018",,,Will FG’s plan to engage agro-rangers to protect farmlands end herdsmen attacks?,https://punchng.com/will-fgs-plan-to-engage-agro-rangers-to-protect-farmlands-end-herdsmen-attacks/
,,"January 22, 2018",,,"Herdsmen killings, sign of FG’s failure —PDP Reps caucus",https://punchng.com/herdsmen-killings-sign-of-fgs-failure-pdp-reps-caucus/
,,"January 22, 2018",,"Katibu, Lau Local Government Area of the state.","Taraba to resettle 19,000 victims of Katibu herdsmen attacks",https://punchng.com/taraba-to-resettle-19000-victims-of-katibu-herdsmen-attacks/
,,"January 22, 2018",,,JNI accuses CAN of using herdsmen issue to destabilise Nigeria,https://punchng.com/jni-accuses-can-of-using-herdsmen-issue-to-destabilise-nigeria/
,,"January 22, 2018",,Ilado Village in Akure North Local Government Area of Ondo State.,"Fulani herdsmen burnt down my farm, says Falae",https://punchng.com/fulani-herdsmen-burnt-down-my-farm-says-falae/
,,"January 22, 2018","January 22, 2018","Onicha-Olona community, Delta State.","Herdsmen kill one, rape woman in Delta",https://punchng.com/herdsmen-kill-one-rape-woman-in-delta/
,,"January 22, 2018","January 19, 2018",Numan Local Government of Adamawa State,Four feared dead in Adamawa herdsmen attack,https://punchng.com/four-feared-dead-in-adamawa-herdsmen-attack/
,,"January 22, 2018",,,The opportunities in the herdsmen/farmers’ crisis,https://punchng.com/the-opportunities-in-the-herdsmenfarmers-crisis/
,,"January 22, 2018","January 18, 2018","Maijankhai village, Barkin Ladi Local Government Area",Suspected herdsmen kill hunter in Plateau,https://punchng.com/suspected-herdsmen-kill-hunter-in-plateau/
,,"January 22, 2018",,Ikpoba-Okha Local Government Area of Edo state,Police to prosecute herdsmen for destroying farmlands in Edo,https://punchng.com/police-to-prosecute-herdsmen-for-destroying-farmlands-in-edo-2/
,,"January 21, 2018","January 18, 2018","Maijankhai village, Barkin Ladi Local Government Area",Fulani herdsmen allegedly kill local hunter,https://punchng.com/fulani-herdsmen-allegedly-kill-local-hunter/
,,"January 21, 2018",,Ikpoba-Okha Local Government Area of Edo state,Police to prosecute herdsmen for destroying farmlands in Edo,https://punchng.com/police-to-prosecute-herdsmen-for-destroying-farmlands-in-edo/
,,"January 21, 2018",,,"CAN uses herdsmen to destabilise Nigeria, says JNI",https://punchng.com/can-uses-herdsmen-to-destabilise-nigeria-says-jni/
,,"January 21, 2018","January 21, 2018",Ilado Village in Akure North Local Government Area of Ondo State,Fulani herdsmen set Falae’s five-hectare oil palm plantation ablaze,https://punchng.com/breaking-fulani-herdsmen-set-olu-falaes-farm-ablaze/
,,"January 21, 2018",,Numan Local Government Area of Adamawa State.,Four allegedly killed by herdsmen in Adamawa midnight attack,https://punchng.com/four-allegedly-killed-by-herdsmen-in-adamawa-midnight-attack/
,,"January 21, 2018",,,"Herdsmen killings: Miyetti Allah, Afenifere, Ohanaeze reject Osinbajo panel",https://punchng.com/herdsmen-miyetti-allah-afenifere-ohanaeze-reject-osinbajo-panel/
,,"January 21, 2018",,,"Herdsmen killings: Parents, NYSC members panic, rush to seek redeployment",https://punchng.com/herdsmen-killings-parents-nysc-members-panic-rush-to-seek-redeployment/
,,"January 21, 2018",,,"Regional militias, youths prepare for battle against herdsmen",https://punchng.com/regional-militias-youths-prepare-for-battle-against-herdsmen/
,,"January 21, 2018",,,"Ex-Naval chief to sue herdsmen’s sponsors in Zamfara, Niger, others",https://punchng.com/ex-naval-chief-to-sue-herdsmens-sponsors-in-zamfara-niger-others/
,,"January 21, 2018",,,LG autonomy ’ll end herdsmen killings —NULGE,https://punchng.com/lg-autonomy-ll-end-herdsmen-killings-nulge/
,,"January 20, 2018",,,"Niger Delta youths condemn herdsmen killings, demand oil/gas colony",https://punchng.com/niger-delta-youths-condemn-herdsmen-killings-demand-oilgas-colony/
,,"January 20, 2018",,,"MASSOB, IPOB dare herdsmen, deploy 10,000 men",https://punchng.com/massob-ipob-dare-herdsmen-deploy-10000-men/
,,"January 20, 2018","January 18, 2018",Imeko-Afon Local Government Area of Ogun State.,Suspected herdsmen kill farmer in Ogun,https://punchng.com/suspected-herdsmen-kill-farmer-in-ogun-2/
,,"January 19, 2018","January 18, 2018",Imeko-Afon Local Government Area of Ogun State.,Suspected herdsmen kill farmer in Ogun,https://punchng.com/suspected-herdsmen-kill-farmer-in-ogun/
,,"January 19, 2018",,,Farmers/herdsmen crisis: Institute advocates stringent measures to avoid anarchy,https://punchng.com/farmersherdsmen-crisis-institute-advocates-stringent-measures-to-avoid-anarchy/
,,"January 19, 2018",,,Stop demonising Fulani herdsmen in shitholes,https://punchng.com/stop-demonising-fulani-herdsmen-in-shitholes/
,,"January 19, 2018",,,"Osinbajo, nine govs on panel to end killings by herdsmen",https://punchng.com/osinbajo-nine-govs-on-panel-to-end-killings-by-herdsmen/
,,"January 19, 2018",,,Ortom’s aide accuses police of backing killer herdsmen,https://punchng.com/ortoms-aide-accuses-police-of-backing-killer-herdsmen/
,,"January 18, 2018",,,Benue people protest herdsmen’s killings at N’Assembly,https://punchng.com/benue-people-protest-herdsmens-killings-at-nassembly-2/
,,"January 18, 2018",,,[PHOTOS] Benue killings: Groups protest against herdsmen in Abuja,https://punchng.com/photos-benue-killings-groups-protest-against-herdsmen-in-abuja/
,,"January 18, 2018",,,"Osinbajo, nine governors form committee on herdsmen killings",https://punchng.com/breakingosinbajo-nine-governors-form-committee-on-herdsmen-killings/
,,"January 18, 2018",,"Ibbo-Ile, in the Ekiti Local Government Area of Kwara State","Herdsmen destroy ex-naval chief’s farms, Taraba rejects cattle colony",https://punchng.com/herdsmen-destroy-ex-naval-chiefs-farms-taraba-rejects-cattle-colony/
,,"January 18, 2018",,,"[ICYMI] Herdsmen killings: Buhari lacks power to remove Ortom, says SAN",https://punchng.com/herdsmen-killings-buhari-lacks-power-to-remove-ortom-says-san/
,,"January 18, 2018","January 18, 2018",Orin Ekiti in Ido/Osi Local Government Area of Ekiti State.,UPDATED: Suspected herdsmen kill pregnant woman in Ekiti,https://punchng.com/herdsmen-kill-pregnant-woman-in-ekiti/
,,"January 18, 2018",,,Ohanaeze youths ask herdsmen to leave South-East,https://punchng.com/ohanaeze-youths-ask-herdsmen-to-leave-south-east/
,,"January 17, 2018",,,Fulani herdsmen and the killing fields of Benue,https://punchng.com/fulani-herdsmen-and-the-killing-fields-of-benue/
,,"January 17, 2018",,,Benue: Senate gives IG 14 days to arrest killer herdsmen,https://punchng.com/benue-senate-gives-ig-14-days-to-arrest-killer-herdsmen/
,,"January 17, 2018",,,Nigerians want to boycott beef over herdsmen attacks,https://punchng.com/nigerians-want-to-boycott-beef-over-herdsmen-attacks/
,,"January 17, 2018",,,Buhari lacks political will to halt killings by herdsmen –Reps,https://punchng.com/buhari-lacks-political-will-to-halt-killings-by-herdsmen-reps/
,,"January 16, 2018",,,Benue killings: Ortom says herdsmen must obtain permits …as Buhari vows to punish culprits,https://punchng.com/benue-killings-ortom-says-herdsmen-must-obtain-permits/
,,"January 16, 2018",,,Is FG’s response to killings by herdsmen adequate?,https://punchng.com/is-fgs-response-to-killings-by-herdsmen-adequate/
,,"January 15, 2018",,,"Herdsmen killings: Don’t drag Nigeria into civil war, CAN tells FG",https://punchng.com/herdsmen-killings-dont-drag-nigeria-into-civil-war-can-tells-fg/
,,"January 15, 2018",,,Herdsmen killings: Should Nigerians boycott beef?,https://punchng.com/herdsmen-killings-should-nigerians-boycott-beef/
,,"January 15, 2018",,,"Fulani herdsmen are killers, not victims –Taraba govt",https://punchng.com/fulani-herdsmen-are-killers-not-victims-taraba-govt/
,,"January 14, 2018",,,"Ortom, monarch condemn Sanusi’s claim about herdsmen’s murder",https://punchng.com/ortom-tor-zankera-condemn-sanusis-claim-about-herdsmens-murder/
,,"January 14, 2018",,,"Herdsmen killings: It’s time to renegotiate our union, says Bakare",https://punchng.com/benue-killings-its-time-to-renegotiate-our-union-says-bakare/
,,"January 14, 2018",,,"Herdsmen attacks: Lalong has sold his conscience, says PDP",https://punchng.com/herdsmen-attacks-lalong-has-sold-his-conscience-says-pdp/
,,"January 14, 2018","January 13, 2018",Birnin-Gwari Local Government of Kaduna State.,10 feared dead as herdsmen attack Kaduna village,https://punchng.com/10-feared-dead-as-herdsmen-attack-kaduna-village/
,,"January 14, 2018",,,Herdsmen menace: Presidency disowns Twitter handle,https://punchng.com/herdsmen-menace-presidency-disowns-twitter-handle/
,,"January 13, 2018",,,Presidency disowns Twitter handle justifying herdsmen’s killings,https://punchng.com/presidency-disowns-twitter-handle-justifying-herdsmens-killings/
